frame,step_center_dx,step_center_dy_down,step_rotation_deg,ransac_scale_diagnostic,good_matches,inliers,inlier_ratio,median_reprojection_error_px,status,center_x_in_reference,center_y_in_reference,rotation_to_reference_deg
180,0.0,0.0,0.0,nan,0,0,0.0,nan,reference,1280.0,720.0,0.0
181,0.01404080155111842,-0.02689060428178891,0.0004726435636164738,1.0000123470057578,712,705,0.9901685393258427,0.0958170015386067,ok,1279.985959420275,720.026890720106,-0.0004726435636164737
182,0.12877861818856218,-0.08829251795862092,-0.0011055452699663896,0.99999057798609,662,654,0.9879154078549849,0.13886532627625997,ok,1279.857179826796,720.1151818155424,0.0006329017063499156
183,0.050257251307357365,-0.0483326273529201,-0.0005484202798523734,1.0000291407459523,689,681,0.988388969521045,0.0957462988821998,ok,1279.8069215789792,720.1635134066833,0.0011813219862022888
184,0.05424542678315447,-0.041632880261886385,4.876616801259309e-06,0.9999989370926806,673,663,0.9851411589895989,0.11481033206524319,ok,1279.7526752973658,720.2051451731235,0.0011764453694010297
185,0.16267626436660976,-0.10941653905865678,-0.0008018040403489187,0.9999948408898073,635,625,0.984251968503937,0.1715714398503788,ok,1279.5899952552752,720.3145560953991,0.0019782494097499476
186,0.036410115699254675,-0.04397548733754775,-0.0005073317353352164,1.0000028459119206,680,675,0.9926470588235294,0.10249919876202818,ok,1279.5535832318844,720.3585300031671,0.0024855811450851632
187,0.04064857612161177,-0.046869908209714595,-0.0001448349113901055,1.0000131976811035,673,660,0.9806835066864784,0.09830289972543126,ok,1279.512932504035,720.4053980451748,0.002630416056475269
188,0.17754143893421315,-0.10755446489088172,-0.0004290303505173023,1.000023340119035,643,629,0.9782270606531882,0.14730278484299214,ok,1279.335385322224,720.5129430296589,0.0030594464069925702
189,0.021224969638751645,-0.026187465831071677,0.00043083259817806814,1.000006018478436,704,696,0.9886363636363636,0.06670141593661054,ok,1279.31415915118,720.539129521704,0.002628613808814503
190,0.031098393855245376,-0.03467492217441759,-0.0009443714269381635,0.9999971154948242,690,683,0.9898550724637681,0.1150504505073841,ok,1279.2830585950448,720.5738025045042,0.0035729852357526647
191,0.13405333344599057,-0.09133135302704432,-0.0007389946278740654,1.0000180675878938,653,639,0.9785604900459418,0.1533801895606884,ok,1279.148998388541,720.6651237686538,0.00431197986362673
192,0.059634089436940485,-0.053099277067644834,-0.0008116286336719894,1.000022400192171,705,697,0.9886524822695035,0.11587170991747969,ok,1279.0893595510015,720.7182177128,0.005123608497298718
193,0.006242301144993689,-0.0005372978242803583,-1.5756461470242447e-05,1.000006140911849,811,807,0.9950678175092479,0.006220192954118211,ok,1279.0831172016867,720.718754450695,0.0051393649587689605
194,1.5156370158788377,-3.088259814719777,-0.22547405434204434,0.9992627051132562,566,546,0.9646643109540636,0.741233784298212,ok,1277.5550623633362,723.800888882888,0.23061341930081275
195,4.279030292457946,18.20916733347326,-0.32584366720894076,0.9985039021704328,549,486,0.8852459016393442,1.3419746444608605,ok,1273.4530786792634,705.5510229908381,0.5564570865097528
196,-2.5400319923980987,4.839283683746885,-0.09459427775576393,0.9994484283492976,585,534,0.9128205128205128,0.5507013673847957,ok,1276.047934240409,700.7409134587194,0.6510513642655165
197,-8.950391240902263,5.004317552742577,-0.0510431542754564,0.9990788141071857,551,504,0.9147005444646098,0.890542972635669,ok,1285.0589741843655,695.8466457236725,0.7020945185409727
198,-4.173045281031364,-0.009985058009078784,0.09453195096400908,0.9995297966800925,592,567,0.9577702702702703,0.43822761862286014,ok,1289.2316789711483,695.9008802263711,0.6075625675769638
199,0.0013005730211261834,-0.0014905686380188854,-7.013902124373236e-05,1.0000014065170775,854,854,1.0,0.002477958664121026,ok,1289.2303626637952,695.9023569186206,0.6076327065982077
200,-2.8561202487976516,-1.2237261421016683,0.5645906921792996,0.9995828311144449,527,478,0.9070208728652751,0.49624182602925404,ok,1292.0855628132597,697.1282283037801,0.04304201441890959
201,0.004335452075565627,-0.3879875005610529,0.13002906303056364,1.000002986296517,551,535,0.9709618874773139,0.3429171665447596,ok,1292.0818164126144,697.5162219393188,-0.08698704861165374
202,1.361398030570399,-2.0135039369893093,0.3510962467054568,1.0003729834692185,553,509,0.9204339963833634,0.43312915671556246,ok,1290.7358532692133,699.5400761629521,-0.4380832953171097
203,1.5253453205648384,-0.8733438422945028,-0.029207384344552258,1.00054924496199,538,518,0.9628252788104089,0.543853663352621,ok,1289.2167791185893,700.4242828914656,-0.4088759109725575
204,1.7430364193185142,-0.6909454901496019,-0.1902914458331028,1.0006520940306534,551,531,0.9637023593466425,0.6530089133070147,ok,1287.4763913471609,701.121873053732,-0.21858446513945512
205,1.3998541158598528,-0.11079204743600712,-0.2736106978752457,1.000640296336968,561,514,0.9162210338680927,0.6201294933871939,ok,1286.0764314734365,701.2313206458753,0.05502623273579009
206,0.6050336907633209,0.06911772209241462,-0.30399779461373594,1.0003749003295725,536,491,0.9160447761194029,0.4137321126103053,ok,1285.4718427601279,701.1584130728393,0.3590240273495255
207,1.243216237227898,0.4207195175711149,-0.7500626001535757,1.0007836083576804,544,497,0.9136029411764706,0.7204479120964573,ok,1284.2370028821265,700.7137086758871,1.1090866275031
208,6.176496336321861,10.277127188569693,-0.5436398782794037,0.9966711776607814,547,501,0.9159049360146252,2.610093413743681,ok,1278.3594839478658,690.2627172674106,1.6527265057825027
209,-4.049835500677091,17.01106357693868,-0.007336340367940836,0.9993027921151235,554,495,0.8935018050541517,0.752752777316457,ok,1282.9004218728478,673.3761150525585,1.6600628461504434
210,-3.3676719591719575,4.481006413359637,0.1803989251164939,0.9997251306337893,566,546,0.9646643109540636,0.39563982197497216,ok,1286.3826800524375,668.9835633030804,1.47966392103395
211,-7.055012242813746,4.861392912925794,0.6786119097900042,0.9998936132769622,552,506,0.9166666666666666,0.48015488178607973,ok,1293.504967687293,664.2212783844217,0.8010520112439471
212,-3.7975550183009545,0.8199910749659693,1.1757531628006956,1.0001693976344104,542,479,0.8837638376383764,0.45131477770826584,ok,1297.2970789840447,663.3764698894988,-0.37470115155674677
213,-0.2312727640066896,-0.1293278731798182,0.2641350743074367,1.0000895422913352,636,589,0.9261006289308176,0.2345832487945943,ok,1297.529779321988,663.5032111332744,-0.6388362258641831
214,0.5641047904384777,-0.8977335657430103,0.40670754799798303,1.0004760439782918,571,517,0.9054290718038529,0.4818637174806031,ok,1296.9821495470123,664.4110885474762,-1.0455437738621658
215,0.4491712570222717,-0.36491242522265566,-0.028895760062235612,1.000147506632443,614,598,0.9739413680781759,0.27689412683802145,ok,1296.5395236111244,664.7839131404098,-1.01664801379993
216,1.1424817892414012,-0.7262515566504817,-0.29981646049506666,1.0003189538256172,573,526,0.9179755671902269,0.4146759011515537,ok,1295.4062171828768,665.5244011565028,-0.716831553304864
217,1.506490181322306,-0.540491173888995,-0.5796737806586301,1.0004170393608194,566,512,0.9045936395759717,0.44683800758140624,ok,1293.90102517417,666.0684970969372,-0.13715777264623513
218,1.4627772830438062,-0.1490456345086386,-0.6474532007580058,1.0003938279269406,539,485,0.8998144712430427,0.46808211108812653,ok,1292.4369784736866,666.2045090072943,0.5102954281117694
219,1.032179100393705,0.15078235841610876,-0.5623909202655194,1.0004244327620426,544,501,0.9209558823529411,0.46860067491159835,ok,1291.4078030311143,666.0344298395378,1.0726863483772875
220,1.1586245390246859,0.6738583196176933,-0.3219052948271242,1.0004897441150151,598,542,0.9063545150501672,0.5301365863151056,ok,1290.2659219239397,665.3325727355443,1.3945916432044112
221,2.723117117837546,-7.1847943715027895,0.040319377630914095,0.997046039191931,571,521,0.9124343257443083,2.314991752868825,ok,1287.3737578009818,672.4510011916091,1.3542722655734971
222,0.3963486939694576,28.695896996478155,0.3893120642606329,0.9988055081010679,544,497,0.9136029411764706,1.1441042349016397,ok,1287.4607310957383,643.7524989246667,0.964960201312865
