frame,change_score,event_threshold,approximate_event
0,0.0,0.21043303403549302,0
1,0.0,0.21043303403549302,0
2,0.0,0.21043303403549302,0
3,0.017407765595569783,0.21043303403549302,0
4,0.017407765595569783,0.21043303403549302,0
5,0.0,0.21043303403549302,0
6,0.0,0.21043303403549302,0
7,0.0,0.21043303403549302,0
8,0.0,0.21043303403549302,0
9,0.0,0.21043303403549302,0
10,0.0,0.21043303403549302,0
11,0.0,0.21043303403549302,0
12,0.0,0.21043303403549302,0
13,0.0,0.21043303403549302,0
14,0.0,0.21043303403549302,0
15,0.0,0.21043303403549302,0
16,0.0,0.21043303403549302,0
17,0.0,0.21043303403549302,0
18,0.017407765595569783,0.21043303403549302,0
19,0.017407765595569783,0.21043303403549302,0
20,0.017407765595569783,0.21043303403549302,0
21,0.0,0.21043303403549302,0
22,0.0,0.21043303403549302,0
23,0.0,0.21043303403549302,0
24,0.0,0.21043303403549302,0
25,0.0,0.21043303403549302,0
26,0.0,0.21043303403549302,0
27,0.0,0.21043303403549302,0
28,0.0,0.21043303403549302,0
29,0.0,0.21043303403549302,0
30,0.0,0.21043303403549302,0
31,0.0,0.21043303403549302,0
32,0.0,0.21043303403549302,0
33,0.0,0.21043303403549302,0
34,0.0,0.21043303403549302,0
35,0.0,0.21043303403549302,0
36,0.0,0.21043303403549302,0
37,0.0,0.21043303403549302,0
38,0.0,0.21043303403549302,0
39,0.0,0.21043303403549302,0
40,0.0,0.21043303403549302,0
41,0.0,0.21043303403549302,0
42,0.0,0.21043303403549302,0
43,0.0,0.21043303403549302,0
44,0.0,0.21043303403549302,0
45,0.017407765595569783,0.21043303403549302,0
46,0.017407765595569783,0.21043303403549302,0
47,0.017407765595569783,0.21043303403549302,0
48,0.017407765595569783,0.21043303403549302,0
49,0.017407765595569783,0.21043303403549302,0
50,0.017407765595569783,0.21043303403549302,0
51,0.0,0.21043303403549302,0
52,0.0,0.21043303403549302,0
53,0.0,0.21043303403549302,0
54,0.0,0.21043303403549302,0
55,0.0,0.21043303403549302,0
56,0.0,0.21043303403549302,0
57,0.0,0.21043303403549302,0
58,0.0,0.21043303403549302,0
59,0.0,0.21043303403549302,0
60,0.0,0.21043303403549302,0
61,0.0,0.21043303403549302,0
62,0.0,0.21043303403549302,0
63,0.017407765595569783,0.21043303403549302,0
64,0.024618298195866545,0.21043303403549302,0
65,0.024618298195866545,0.21043303403549302,0
66,0.017407765595569783,0.21043303403549302,0
67,0.017407765595569783,0.21043303403549302,0
68,0.017407765595569783,0.21043303403549302,0
69,0.017407765595569783,0.21043303403549302,0
70,0.0,0.21043303403549302,0
71,0.0,0.21043303403549302,0
72,0.0,0.21043303403549302,0
73,0.017407765595569783,0.21043303403549302,0
74,0.017407765595569783,0.21043303403549302,0
75,0.017407765595569783,0.21043303403549302,0
76,0.024618298195866545,0.21043303403549302,0
77,0.024618298195866545,0.21043303403549302,0
78,0.03015113445777636,0.21043303403549302,0
79,0.03015113445777636,0.21043303403549302,0
80,0.03015113445777636,0.21043303403549302,0
81,0.017407765595569783,0.21043303403549302,0
82,0.03015113445777636,0.21043303403549302,0
83,0.024618298195866545,0.21043303403549302,0
84,0.03015113445777636,0.21043303403549302,0
85,0.024618298195866545,0.21043303403549302,0
86,0.03015113445777636,0.21043303403549302,0
87,0.03015113445777636,0.21043303403549302,0
88,0.024618298195866545,0.21043303403549302,0
89,0.0,0.21043303403549302,0
90,0.0,0.21043303403549302,0
91,0.0,0.21043303403549302,0
92,0.0,0.21043303403549302,0
93,0.0,0.21043303403549302,0
94,0.0,0.21043303403549302,0
95,0.0,0.21043303403549302,0
96,0.0,0.21043303403549302,0
97,0.0,0.21043303403549302,0
98,0.0,0.21043303403549302,0
99,0.0,0.21043303403549302,0
100,0.0,0.21043303403549302,0
101,0.0,0.21043303403549302,0
102,0.0,0.21043303403549302,0
103,0.0,0.21043303403549302,0
104,0.0,0.21043303403549302,0
105,0.0,0.21043303403549302,0
106,0.0,0.21043303403549302,0
107,0.0,0.21043303403549302,0
108,0.0,0.21043303403549302,0
109,0.0,0.21043303403549302,0
110,0.0,0.21043303403549302,0
111,0.017407765595569783,0.21043303403549302,0
112,0.017407765595569783,0.21043303403549302,0
113,0.017407765595569783,0.21043303403549302,0
114,0.017407765595569783,0.21043303403549302,0
115,0.017407765595569783,0.21043303403549302,0
116,0.017407765595569783,0.21043303403549302,0
117,0.0,0.21043303403549302,0
118,0.0,0.21043303403549302,0
119,0.0,0.21043303403549302,0
120,0.0,0.21043303403549302,0
121,0.0,0.21043303403549302,0
122,0.0,0.21043303403549302,0
123,0.0,0.21043303403549302,0
124,0.0,0.21043303403549302,0
125,0.0,0.21043303403549302,0
126,0.0,0.21043303403549302,0
127,0.017407765595569783,0.21043303403549302,0
128,0.017407765595569783,0.21043303403549302,0
129,0.017407765595569783,0.21043303403549302,0
130,0.0,0.21043303403549302,0
131,0.017407765595569783,0.21043303403549302,0
132,0.017407765595569783,0.21043303403549302,0
133,0.024618298195866545,0.21043303403549302,0
134,0.024618298195866545,0.21043303403549302,0
135,0.024618298195866545,0.21043303403549302,0
136,0.03892494720807615,0.21043303403549302,0
137,0.046056618647183835,0.21043303403549302,0
138,0.04264014327112209,0.21043303403549302,0
139,0.04264014327112209,0.21043303403549302,0
140,0.04923659639173309,0.21043303403549302,0
141,0.03892494720807615,0.21043303403549302,0
142,0.034815531191139566,0.21043303403549302,0
143,0.03015113445777636,0.21043303403549302,0
144,0.024618298195866545,0.21043303403549302,0
145,0.024618298195866545,0.21043303403549302,0
146,0.024618298195866545,0.21043303403549302,0
147,0.017407765595569783,0.21043303403549302,0
148,0.0,0.21043303403549302,0
149,0.0,0.21043303403549302,0
150,0.0,0.21043303403549302,0
151,0.0,0.21043303403549302,0
152,0.0,0.21043303403549302,0
153,0.0,0.21043303403549302,0
154,0.0,0.21043303403549302,0
155,0.0,0.21043303403549302,0
156,0.0,0.21043303403549302,0
157,0.0,0.21043303403549302,0
158,0.0,0.21043303403549302,0
159,0.0,0.21043303403549302,0
160,0.0,0.21043303403549302,0
161,0.0,0.21043303403549302,0
162,0.0,0.21043303403549302,0
163,0.017407765595569783,0.21043303403549302,0
164,0.017407765595569783,0.21043303403549302,0
165,0.017407765595569783,0.21043303403549302,0
166,0.017407765595569783,0.21043303403549302,0
167,0.017407765595569783,0.21043303403549302,0
168,0.017407765595569783,0.21043303403549302,0
169,0.017407765595569783,0.21043303403549302,0
170,0.017407765595569783,0.21043303403549302,0
171,0.017407765595569783,0.21043303403549302,0
172,0.0,0.21043303403549302,0
173,0.0,0.21043303403549302,0
174,0.0,0.21043303403549302,0
175,0.017407765595569783,0.21043303403549302,0
176,0.017407765595569783,0.21043303403549302,0
177,0.017407765595569783,0.21043303403549302,0
178,0.0,0.21043303403549302,0
179,0.0,0.21043303403549302,0
180,0.0,0.21043303403549302,0
181,0.0,0.21043303403549302,0
182,0.0,0.21043303403549302,0
183,0.0,0.21043303403549302,0
184,0.0,0.21043303403549302,0
185,0.017407765595569783,0.21043303403549302,0
186,0.024618298195866545,0.21043303403549302,0
187,0.024618298195866545,0.21043303403549302,0
188,0.024618298195866545,0.21043303403549302,0
189,0.017407765595569783,0.21043303403549302,0
190,0.017407765595569783,0.21043303403549302,0
191,0.024618298195866545,0.21043303403549302,0
192,0.024618298195866545,0.21043303403549302,0
193,0.03892494720807615,0.21043303403549302,0
194,0.03892494720807615,0.21043303403549302,0
195,0.04264014327112209,0.21043303403549302,0
196,0.03015113445777636,0.21043303403549302,0
197,0.03015113445777636,0.21043303403549302,0
198,0.024618298195866545,0.21043303403549302,0
199,0.03015113445777636,0.21043303403549302,0
200,0.03015113445777636,0.21043303403549302,0
201,0.03015113445777636,0.21043303403549302,0
202,0.024618298195866545,0.21043303403549302,0
203,0.0,0.21043303403549302,0
204,0.0,0.21043303403549302,0
205,0.017407765595569783,0.21043303403549302,0
206,0.04923659639173309,0.21043303403549302,0
207,0.06276459144608479,0.21043303403549302,0
208,0.09045340337332909,0.21043303403549302,0
209,0.08348471099367219,0.21043303403549302,0
210,0.06513389472789297,0.21043303403549302,0
211,0.04923659639173309,0.21043303403549302,0
212,0.04923659639173309,0.21043303403549302,0
213,0.05222329678670935,0.21043303403549302,0
214,0.03015113445777636,0.21043303403549302,0
215,0.03892494720807615,0.21043303403549302,0
216,0.034815531191139566,0.21043303403549302,0
217,0.03015113445777636,0.21043303403549302,0
218,0.024618298195866545,0.21043303403549302,0
219,0.024618298195866545,0.21043303403549302,0
220,0.04264014327112209,0.21043303403549302,0
221,0.046056618647183835,0.21043303403549302,0
222,0.046056618647183835,0.21043303403549302,0
223,0.03892494720807615,0.21043303403549302,0
224,0.05222329678670935,0.21043303403549302,0
225,0.05222329678670935,0.21043303403549302,0
226,0.05222329678670935,0.21043303403549302,0
227,0.024618298195866545,0.21043303403549302,0
228,0.024618298195866545,0.21043303403549302,0
229,0.0,0.21043303403549302,0
230,0.0,0.21043303403549302,0
231,0.0,0.21043303403549302,0
232,0.0,0.21043303403549302,0
233,0.024618298195866545,0.21043303403549302,0
234,0.024618298195866545,0.21043303403549302,0
235,0.046056618647183835,0.21043303403549302,0
236,0.04264014327112209,0.21043303403549302,0
237,0.04264014327112209,0.21043303403549302,0
238,0.017407765595569783,0.21043303403549302,0
239,0.046056618647183835,0.21043303403549302,0
240,0.046056618647183835,0.21043303403549302,0
241,0.04923659639173309,0.21043303403549302,0
242,0.04264014327112209,0.21043303403549302,0
243,0.046056618647183835,0.21043303403549302,0
244,0.046056618647183835,0.21043303403549302,0
245,0.034815531191139566,0.21043303403549302,0
246,0.017407765595569783,0.21043303403549302,0
