shot,ammo_before,ammo_after,keyframe,time_sec,shot_time_ms,reticle_screen_x,reticle_screen_y,reticle_offset_x,reticle_offset_y_down,reticle_angle_deg,reticle_confidence,world_x_ref,world_y_ref,recoil_x_right_px,recoil_y_up_px,shot_delta_x_right_px,shot_delta_y_up_px,background_only_x_right_px,background_only_y_up_px,reticle_jitter_contribution_x_px,reticle_jitter_contribution_y_up_px,camera_step_center_dx,camera_step_center_dy_down,camera_rotation_since_prev_deg,cumulative_rotation_to_ref_deg
1,45,44,163,1.3583333333333334,0,1271.5306924775296,703.4761976913089,-8.469307522470444,-16.523802308691074,0.5,73.41597366333008,1263.1891602419475,689.8255057421841,-15.286384482026051,31.254639635953595,-15.286384482026051,31.254639635953595,-8.428834882950696,13.60623523881668,-6.857549599075355,17.648404397136915,8.500508313328055,13.561572669609745,-0.3023118795959856,0.3023118795959856
2,44,43,172,1.4333333333333333,75,1290.1745291843363,717.5106115363412,10.17452918433628,-2.48938846365877,-0.25,72.99517059326172,1276.6854068413054,691.4468305127783,-1.7901378826682048,29.633314865359353,13.496246599357846,-1.6213247705942422,-13.472321795178686,25.996091468572786,11.682183912510482,3.637223396786567,4.960880139834899,12.42316247442784,0.6838053196263502,-0.38149344003036467
3,43,42,182,1.5166666666666666,158,1301.8230550749497,747.1057188139526,21.823055074949707,27.10571881395265,0.0,68.50712966918945,1304.1911917842422,693.025389417909,25.715647060268566,28.054755960228704,27.50578494293677,-1.5785589051306488,2.134516821281295,53.89056894889711,23.58113023898727,-25.83581298866841,-15.84751294700709,27.758451305773292,0.1140613390483931,-0.4955547790787577
4,42,41,191,1.5916666666666666,233,1289.2748582888198,709.9245599573821,9.274858288819814,-10.075440042617856,0.0,56.911481857299805,1280.353044073545,641.5713429653821,1.877499349571508,79.50880241275559,-23.838147710697058,51.45404645252688,-8.927289289729742,68.3582597735084,10.80478863930125,11.150542639247192,11.069668302863192,14.461676109591622,-0.5266975552604692,0.031142776181711754
5,41,40,201,1.675,317,1296.563400476463,707.7790071914985,16.563400476462903,-12.220992808501478,-0.25,72.89582443237305,1293.7032780596667,610.8995181475447,15.227733335693074,110.18062723059302,13.350233986121566,30.671824817837432,-2.932686183540909,96.97845255584605,18.160419519233983,13.20217467474697,-5.823871043618283,28.655422303051296,-0.31044055293776973,0.3415833291194816
6,40,39,210,1.75,392,1287.1091927149328,704.2738665220905,7.10919271493276,-15.726133477909457,0.5,61.43992614746094,1300.3672836630733,595.4815437956438,21.891738939099696,125.59860158249387,6.664005603406622,15.417974351900853,13.208997945381043,108.81460824256794,8.682740993718653,16.783993339925928,-16.10462977777661,11.886523784477276,0.16259375003973722,0.17898957907974422
7,39,38,220,1.8333333333333333,475,1284.098208208898,726.6372957905911,4.098208208898086,6.637295790591111,0.25,48.80220031738281,1306.9792033749172,596.8615552509898,28.503658650943635,124.21859012714788,6.611919711843939,-1.3800114553459935,22.869968313163554,129.76891932799253,5.633690337780081,-5.550329200844658,-9.695787281525327,20.93822367115547,0.2742266787397621,-0.09523709966001823
8,38,37,230,1.9166666666666667,558,1296.8579392407848,707.1708700636864,16.857939240784845,-12.82912993631362,-1.75,53.87912940979004,1339.1114687987151,548.3520758991732,60.635924074741524,172.72806947896447,32.13226542379789,48.509479351816594,42.24175326471641,158.83428339372222,18.394170810025116,13.893786085242255,-19.345080587306484,29.08314456095195,-0.14786260268540163,0.052625503025383796
9,37,36,240,2.0,642,1293.7603531745422,707.5203725043807,13.76035317454216,-12.479627495619297,-1.0,75.49154663085938,1316.203051427049,532.2657678689471,37.727506703075505,188.81437750919054,-22.90841737166602,16.086308030226064,22.4145513894548,175.2857105870778,15.312955313620705,13.528666922112734,19.86430253172375,16.40661073557908,-0.07676202362293955,0.1293875266483235
10,36,35,249,2.075,717,1290.3603866216667,707.5870248795477,10.360386621666748,-12.412975120452302,0.25,68.33073043823242,1314.4127985867372,511.21018629037076,35.937253862763555,209.86995908776692,-1.7902528403119504,21.05558157857638,24.005589806448825,196.41606861386833,11.93166405631473,13.453890473898582,-1.5111967793309304,21.136218154599874,-0.08707587491364646,0.21646340156197014
11,35,34,259,2.158333333333333,800,1296.1093296553613,708.2229443582906,16.109329655361307,-11.777055641709353,1.0,60.458112716674805,1313.5642926700896,504.86746597852743,35.08874794611597,216.21267939961024,-0.8485059166475821,6.342720311843323,17.493269233092633,203.30325901323488,17.59547871302334,12.90942038637536,6.489934516624771,6.908289282970827,0.40241205639605176,-0.1859486548340822
12,34,33,268,2.2333333333333334,875,1293.2157393966327,710.631074136536,13.21573939663267,-9.368925863464028,1.25,45.95840835571289,1297.609795965069,507.6570956450926,19.1342512410954,213.42304973304505,-15.954496705020574,-2.7896296665651903,4.519902253746977,202.79894174700257,14.614348987348421,10.624107986042475,12.97892935336563,-0.3316316120913143,0.5765282389003793,-0.7624768937344623
