frame,step_center_dx,step_center_dy_down,step_rotation_deg,ransac_scale_diagnostic,good_matches,inliers,inlier_ratio,median_reprojection_error_px,status,center_x_in_reference,center_y_in_reference,rotation_to_reference_deg
193,0.0,0.0,0.0,nan,0,0,0.0,nan,reference,1280.0,720.0,0.0
194,-0.001587375604913177,-0.007742286395114206,-0.00028703349157402944,0.9999899693349376,313,313,1.0,0.04736333859803973,ok,1280.0015873368188,720.0077422943474,0.00028703349157402944
195,0.15776798099818734,-0.10262355321333416,-0.0014499953662856328,1.0000357236432618,291,289,0.993127147766323,0.12907561436403445,ok,1279.843816244668,720.1103610644818,0.001737028857859662
196,0.07309658353619852,-0.009883750328981478,-0.0007725497102708624,0.9999995323203277,314,313,0.9968152866242038,0.08416987412811329,ok,1279.7707192282896,720.120241613141,0.002509578568130524
197,0.009389657211386293,-0.04495150979130358,-9.442579475986524e-05,1.0000020411589237,305,303,0.9934426229508196,0.08102624350498157,ok,1279.7613275281115,720.1651926961405,0.0026040043628903897
198,0.11711079370388688,-0.03601081401427564,-0.0003362141649170252,0.9999991243978599,299,295,0.9866220735785953,0.11917271108927943,ok,1279.644214886613,720.2011975003919,0.0029402185278074146
199,0.02993929356443914,-0.003120914288047061,1.7094229553639073e-05,0.9999997330128415,299,297,0.9933110367892977,0.07925761826143429,ok,1279.6142754338646,720.2043168872287,0.002923124298253776
200,0.04489563645711314,-0.0439142056898163,0.0008024225296331528,1.000005993884852,285,281,0.9859649122807017,0.10310304203880773,ok,1279.5693781720317,720.2482294311561,0.002120701768620623
201,0.11892702528393784,-0.07114908399785236,-0.000892366224480168,1.0000405513605857,282,280,0.9929078014184397,0.1254590189179028,ok,1279.4504474053276,720.3193722609262,0.0030130679931007908
202,0.026281509119144175,-0.0034461602333522023,0.0006040265983641396,0.999985785854326,311,309,0.9935691318327974,0.0737931995631032,ok,1279.4241657513353,720.3228173161322,0.002409041394736651
203,0.04227516368791839,-0.05644111411834274,-0.0008403041321652316,1.0000082226294276,296,292,0.9864864864864865,0.10937479733805267,ok,1279.3818873868395,720.3792560326599,0.0032493455269018826
204,0.08910750764061959,-0.02240258414735763,-2.824604722571178e-05,1.0000361974846506,296,293,0.9898648648648649,0.10469717984984041,ok,1279.29277859781,720.4016535193966,0.0032775915741275947
205,0.05513718902329856,-0.024656664671738326,-0.00020002986241279274,1.0000228418301405,299,297,0.9933110367892977,0.07905459679048042,ok,1279.2376399123289,720.4263068374191,0.0034776214365403874
206,0.006441469825858803,-0.0335561599644052,0.0017045001202609406,0.9999913110474775,293,291,0.9931740614334471,0.10203249536962673,ok,1279.2311974040501,720.4598627980247,0.0017731213162794465
207,0.11080978901622984,-0.04775005965541368,-0.0002933644663041223,1.0000352804816455,287,285,0.9930313588850174,0.1167982919785986,ok,1279.1203858929057,720.5076088610746,0.0020664857825835685
208,0.018072999451760552,-0.011921130627570165,-0.00046529851171574996,1.0000048814081743,316,312,0.9873417721518988,0.05602843962966941,ok,1279.1023123667012,720.5195291930813,0.0025317842942993185
209,0.042954491174668874,-0.024205515660241872,-0.0002549581933761099,1.0000062654171746,300,297,0.99,0.09983056035473604,ok,1279.0593566982739,720.5437326194996,0.0027867424876754283
210,0.0894988899206055,-0.0584376298169218,-0.0008267611384176933,1.0000227516475404,294,289,0.9829931972789115,0.1114208996531621,ok,1278.9698541230139,720.6021646047259,0.003613503626093121
211,0.0035614980974969512,-0.0026678022584292194,-5.702851255862116e-05,0.9999969368285446,329,327,0.993920972644377,0.013981517332358369,ok,1278.9662924540166,720.6048321788192,0.0036705321386517422
212,0.011848296325524643,-0.0015229894490857987,-2.0847760644788237e-05,0.9999999707702518,330,330,1.0,0.011866094930352183,ok,1278.9544440595946,720.6063544049181,0.0036913798992965307
213,2.122844823326659,-3.925761216418323,-0.3303589649344873,1.0000938378141775,242,232,0.9586776859504132,0.7589819799440718,ok,1276.8087471650979,724.5196721928322,0.3340503448337835
214,-5.265431621602147,8.856608268663194,-0.254562410114479,0.9993085412412704,232,197,0.8491379310344828,0.71576350720746,ok,1282.1648853128402,715.717623321767,0.5886127549482622
215,0.4484790733290538,4.2652071394079485,-0.1293048844428928,0.9997749421912667,232,192,0.8275862068965517,0.338204770379586,ok,1281.7698832053409,711.4471316924177,0.7179176393911548
216,3.02961448061842,8.448549902880359,-0.13311933677389387,0.9995066377712173,201,158,0.7860696517412935,0.37752805842815307,ok,1278.8660879744773,702.9545153334948,0.8510369761650486
217,5.629766068777371,5.031475341119176,0.1913484713310982,0.9998290648215293,219,188,0.8584474885844748,0.2827728520271592,ok,1273.2946248607946,697.8585552796558,0.6596885048339508
218,4.960359391936663,2.1237191860225266,0.48250930275439446,0.9999929691376832,207,171,0.8260869565217391,0.3448580007312151,ok,1268.340856480771,695.7195070531465,0.17717920207955673
219,1.6144981159948202,2.0538857366502725,0.3440791781935995,0.9999380349277159,215,185,0.8604651162790697,0.24753173470393122,ok,1266.720382348097,693.670332982673,-0.16689997611404245
220,0.08604556617729031,1.0115544162771357,0.12419690800642594,1.0001858705427271,242,225,0.9297520661157025,0.3842338867537823,ok,1266.629198612125,692.659228782878,-0.29109688412046825
221,-0.24910466685037136,1.7247478654721817,0.16004772719154337,1.0002439945982862,227,215,0.947136563876652,0.47730588611392866,ok,1266.8647151034438,690.9325729640148,-0.45114461131201145
222,-0.615002569540593,1.0999032244153568,0.0022372441213742086,0.9997547030019628,233,221,0.9484978540772532,0.3720833815841019,ok,1267.4709949685416,689.8278377066803,-0.45338185543338555
223,-0.8794732299152201,0.7031956049618202,-0.12010678405489031,0.999573919272591,237,229,0.9662447257383966,0.6270737043352687,ok,1268.34636303213,689.119538353141,-0.33327507137849544
224,-1.0302985384594194,1.163562637437849,-0.25173396021706773,0.9998889469859037,230,202,0.8782608695652174,0.3367184895180557,ok,1269.3750045909617,687.9545106139705,-0.08154111116142805
225,-1.1222062268457194,1.1492625438295363,-0.4880344170380524,0.9998753016965527,265,228,0.8603773584905661,0.2555965792497614,ok,1270.505336118526,686.8132385832893,0.40649330587662397
226,-0.5879150368577939,-0.08707192172767009,-0.1917545395629297,0.9995875627652516,244,242,0.9918032786885246,0.7518566415582345,ok,1271.0923099718482,686.9064443000275,0.5982478454395534
227,-1.01806387281772,1.0096779187340417,-0.2654712803155646,0.9999925705512098,243,215,0.8847736625514403,0.3564478842543913,ok,1272.1254782286576,685.9122275722273,0.8637191257551179
228,-0.918424894050986,0.8568189583500043,0.02199589895662159,0.9998390750219217,262,253,0.9656488549618321,0.30907344883001175,ok,1273.0563909557955,685.0689930213142,0.8417232267984964
229,-0.5394847612733429,0.8847470314907468,0.31822622615393475,1.000002473007644,272,236,0.8676470588235294,0.2795041005124972,ok,1273.6039367957783,684.1892119857746,0.5234970006445617
230,-0.10628113813049822,0.6297216456194974,0.21622545420072858,1.000101484096946,257,241,0.9377431906614786,0.4703009527149767,ok,1273.713593523693,683.5600693681536,0.30727154644383325
231,-0.06120780031596951,1.071674838469562,0.5187192046608528,1.000023878412573,246,210,0.8536585365853658,0.29540416263807034,ok,1273.770845945377,682.488175943209,-0.2114476582170194
232,-0.17256005923536577,0.9319260995500827,0.35461264584054875,0.9999101454955921,248,222,0.8951612903225806,0.3284020364539159,ok,1273.9341906608702,681.5545905250569,-0.5660603040575682
233,-0.5065800871855117,1.1461913675848336,0.1314330754317822,1.0000024932273548,275,269,0.9781818181818182,0.3934513495978817,ok,1274.4267803319349,680.4023173578698,-0.6974933794893504
234,-0.23069938293679115,0.023036654926499978,-0.037033312199044474,0.9999196953417269,264,258,0.9772727272727273,0.29063586345929737,ok,1274.657198845478,680.3766229737713,-0.6604600672903058
235,-5.75969332083173,4.3866151430414675,-1.1992546752209134,0.999601555627946,183,150,0.819672131147541,0.5974567601040237,ok,1280.4578874822967,676.0443636438283,0.5387946079306073
236,0.988025843709238,7.2439730352566585,-0.30866756227981323,0.9996433331553813,176,139,0.7897727272727273,0.4803207350607603,ok,1279.5771114494996,668.7865696275027,0.8474621702104206
237,2.80271092589237,5.113845149574445,0.016390689649768697,0.9998479101018098,179,147,0.8212290502793296,0.41949761663224866,ok,1276.8488687375843,663.6326107168375,0.8310714805606519
238,0.010010791556396725,0.006422164084824544,0.0002804763678180206,1.0000050774210718,278,277,0.9964028776978417,0.01523344635387453,ok,1276.8389521167621,663.6260440760989,0.830791004192834
239,5.151095774809619,4.409344065745586,0.5949330198250596,0.9999147509759634,178,151,0.848314606741573,0.4424765063807558,ok,1271.7060509924934,659.1955329521014,0.23585798436777472
240,1.5637862984606272,1.5067539537823222,0.6999860384335562,0.9999414509215719,206,175,0.8495145631067961,0.2688815862772244,ok,1270.1301105795076,657.7014958443928,-0.464128054065781
241,-0.22394317227258398,1.224464048068512,0.3838728866156722,1.0000571422884093,223,193,0.8654708520179372,0.25124685652947254,ok,1270.3359073181673,656.4738515751612,-0.8480009406814528
242,-1.828466105661846,1.4887870167088977,0.6688483087561875,0.9998853790829362,226,182,0.8053097345132744,0.32599856253287973,ok,1272.1243231357053,654.9371850712458,-1.51684924943764
243,-2.0148320858359057,1.501835810391185,0.12261264207296764,0.9996906698081554,251,242,0.9641434262948207,0.3678773032075809,ok,1274.0953627664908,653.3783194871239,-1.6394618915106074
244,-2.060409686478806,1.2201253406738033,-0.333381721862179,0.9997483239514335,240,204,0.85,0.3719751831220584,ok,1276.1274263149955,652.1115473458419,-1.3060801696484288
245,-0.8037177606611294,1.1795150107755035,-0.7715746030694475,0.999796384475797,234,196,0.8376068376068376,0.32875816476639114,ok,1276.920105706161,650.9245859807301,-0.5345055665789822
