frame,change_score,event_threshold,approximate_event
0,0.0,0.14218788005121386,0
1,0.0,0.14218788005121386,0
2,0.0,0.14218788005121386,0
3,0.024618298195866545,0.14218788005121386,0
4,0.024618298195866545,0.14218788005121386,0
5,0.0,0.14218788005121386,0
6,0.017407765595569783,0.14218788005121386,0
7,0.017407765595569783,0.14218788005121386,0
8,0.017407765595569783,0.14218788005121386,0
9,0.0,0.14218788005121386,0
10,0.0,0.14218788005121386,0
11,0.0,0.14218788005121386,0
12,0.0,0.14218788005121386,0
13,0.0,0.14218788005121386,0
14,0.0,0.14218788005121386,0
15,0.0,0.14218788005121386,0
16,0.0,0.14218788005121386,0
17,0.0,0.14218788005121386,0
18,0.0,0.14218788005121386,0
19,0.03015113445777636,0.14218788005121386,0
20,0.034815531191139566,0.14218788005121386,0
21,0.03892494720807615,0.14218788005121386,0
22,0.034815531191139566,0.14218788005121386,0
23,0.034815531191139566,0.14218788005121386,0
24,0.034815531191139566,0.14218788005121386,0
25,0.04923659639173309,0.14218788005121386,0
26,0.034815531191139566,0.14218788005121386,0
27,0.034815531191139566,0.14218788005121386,0
28,0.034815531191139566,0.14218788005121386,0
29,0.03015113445777636,0.14218788005121386,0
30,0.034815531191139566,0.14218788005121386,0
31,0.03892494720807615,0.14218788005121386,0
32,0.03892494720807615,0.14218788005121386,0
33,0.03015113445777636,0.14218788005121386,0
34,0.03892494720807615,0.14218788005121386,0
35,0.024618298195866545,0.14218788005121386,0
36,0.03015113445777636,0.14218788005121386,0
37,0.04264014327112209,0.14218788005121386,0
38,0.034815531191139566,0.14218788005121386,0
39,0.024618298195866545,0.14218788005121386,0
40,0.03015113445777636,0.14218788005121386,0
41,0.034815531191139566,0.14218788005121386,0
42,0.024618298195866545,0.14218788005121386,0
43,0.024618298195866545,0.14218788005121386,0
44,0.03015113445777636,0.14218788005121386,0
45,0.024618298195866545,0.14218788005121386,0
46,0.024618298195866545,0.14218788005121386,0
47,0.024618298195866545,0.14218788005121386,0
48,0.03015113445777636,0.14218788005121386,0
49,0.03015113445777636,0.14218788005121386,0
50,0.024618298195866545,0.14218788005121386,0
51,0.017407765595569783,0.14218788005121386,0
52,0.034815531191139566,0.14218788005121386,0
53,0.046056618647183835,0.14218788005121386,0
54,0.04923659639173309,0.14218788005121386,0
55,0.06963106238227913,0.14218788005121386,0
56,0.07177405625652734,0.14218788005121386,0
57,0.08528028654224418,0.14218788005121386,0
58,0.09045340337332909,0.14218788005121386,0
59,0.08876253645985946,0.14218788005121386,0
60,0.0937436866561092,0.14218788005121386,0
61,0.08348471099367219,0.14218788005121386,0
62,0.06513389472789297,0.14218788005121386,0
63,0.06741998624632421,0.14218788005121386,0
64,0.06963106238227913,0.14218788005121386,0
65,0.07177405625652734,0.14218788005121386,0
66,0.07177405625652734,0.14218788005121386,0
67,0.06741998624632421,0.14218788005121386,0
68,0.08528028654224418,0.14218788005121386,0
69,0.08876253645985946,0.14218788005121386,0
70,0.0937436866561092,0.14218788005121386,0
71,0.08703882797784893,0.14218788005121386,0
72,0.07977240352174657,0.14218788005121386,0
73,0.024618298195866545,0.14218788005121386,0
74,0.04264014327112209,0.14218788005121386,0
75,0.034815531191139566,0.14218788005121386,0
76,0.04264014327112209,0.14218788005121386,0
77,0.024618298195866545,0.14218788005121386,0
78,0.034815531191139566,0.14218788005121386,0
79,0.024618298195866545,0.14218788005121386,0
80,0.024618298195866545,0.14218788005121386,0
81,0.03892494720807615,0.14218788005121386,0
82,0.03892494720807615,0.14218788005121386,0
83,0.03015113445777636,0.14218788005121386,0
84,0.024618298195866545,0.14218788005121386,0
85,0.03015113445777636,0.14218788005121386,0
86,0.03015113445777636,0.14218788005121386,0
87,0.034815531191139566,0.14218788005121386,0
